"SpeciesLatinName","GestationTimeInYears","averagedMaturity.yrs","maxAge"
"Reinhardtius hippoglossoides",NA,9.49041095890411,30
"Rhombosolea plebeia",NA,NA,12
"Scophthalmus maximus",NA,4,26
"Scophthalmus rhombus",NA,NA,6
"Buglossidium luteum",NA,3,13
"Microchirus variegatus",NA,NA,14
"Pegusa impar",NA,NA,12
"Pegusa lascaris",NA,NA,15
"Solea solea",NA,4,27
"Coregonus albula",NA,2,10
"Coregonus artedi",NA,NA,11
"Coregonus clupeaformis",NA,NA,50
"Coregonus hoyi",NA,NA,10
"Coregonus kiyi",NA,NA,10
"Coregonus muksun",NA,NA,23
"Coregonus nasus",NA,NA,15
"Coregonus nigripinnis",NA,NA,14
"Coregonus pidschian",NA,12.5,14
"Coregonus pollan",NA,3.4986301369863,10
"Coregonus reighardi",NA,NA,8
"Coregonus sardinella",NA,5.12465753424657,26
"Coregonus zenithicus",NA,NA,11
"Hucho hucho",NA,5,15
"Hucho taimen",NA,NA,16
"Oncorhynchus clarkii",NA,3,10
"Oncorhynchus gorbuscha",NA,2,3
"Oncorhynchus keta",NA,3.24931506849315,7
"Oncorhynchus kisutch",NA,3,5
"Oncorhynchus mykiss",0.0493150684931507,2.4986301369863,11
"Oncorhynchus nerka",NA,2,8
"Oncorhynchus tshawytscha",NA,4,9
"Prosopium coulterii",NA,NA,9
"Prosopium cylindraceum",0.383561643835616,3,16
"Prosopium gemmifer",NA,NA,6
"Prosopium spilonotus",NA,NA,8
"Prosopium williamsoni",NA,NA,17
"Salmo salar",NA,5,13
"Salmo trutta",NA,NA,38
"Salvelinus alpinus",NA,9,40
"Salvelinus fontinalis",NA,2,24
"Salvelinus namaycush",NA,13.2493150684931,50
"Stenodus leucichthys",NA,10.5,22
"Thymallus arcticus",NA,NA,18
"Agonus cataphractus",NA,2.4986301369863,3
"Anoplopoma fimbria",NA,6,114
"Cottus aleuticus",NA,NA,8
"Cottus asper",NA,NA,7
"Cottus bairdii",NA,2,6
"Cottus carolinae",NA,2,4
"Cottus cognatus",NA,NA,7
"Cottus confusus",NA,NA,6
"Cottus gobio",NA,NA,5
"Cottus paulus",NA,NA,2
"Cottus poecilopus",NA,NA,8
"Leptocottus armatus",NA,NA,10
"Myoxocephalus octodecemspinosus",NA,NA,11
"Myoxocephalus quadricornis",NA,NA,14
"Hexagrammos decagrammus",NA,4,12
"Ophiodon elongatus",NA,NA,20
"Neoplatycephalus richardsoni",NA,NA,12
"Platycephalus conatus",NA,4.9986301369863,20
"Gymnapistes marmoratus",NA,2,14
"Helicolenus percoides",NA,NA,42
"Pterois volitans",NA,NA,10
"Sebastes aleutianus",NA,NA,205
"Sebastes alutus",NA,9.59178082191781,100
"Sebastes atrovirens",NA,NA,20
"Sebastes auriculatus",NA,NA,20
"Sebastes babcocki",NA,NA,106
"Sebastes borealis",NA,NA,157
"Sebastes brevispinis",NA,NA,82
"Sebastes carnatus",NA,NA,30
"Sebastes caurinus",NA,NA,55
"Sebastes chlorostictus",NA,NA,33
"Sebastes chrysomelas",NA,NA,22
"Sebastes ciliatus",NA,NA,67
"Sebastes constellatus",NA,NA,32
"Sebastes crameri",NA,6.74931506849315,66
"Sebastes dallii",NA,NA,12
"Sebastes diploproa",NA,5,84
"Sebastes elongatus",NA,NA,42
"Sebastes entomelas",NA,NA,60
"Sebastes flavidus",NA,6.5,64
"Sebastes goodei",NA,NA,27
"Sebastes helvomaculatus",NA,NA,87
"Sebastes hopkinsi",NA,NA,19
"Sebastes jordani",NA,NA,31
"Sebastes levis",NA,11.5,55
"Sebastes maliger",NA,NA,90
"Sebastes melanops",NA,NA,50
"Sebastes mentella",NA,11.5,75
"Sebastes miniatus",NA,NA,43
"Sebastes mystinus",NA,3.9986301369863,44
"Sebastes nebulosus",NA,NA,79
"Sebastes nigrocinctus",NA,NA,116
"Sebastes ovalis",NA,NA,37
"Sebastes paucispinis",NA,4,50
"Sebastes pinniger",NA,5.4986301369863,84
"Sebastes polyspinis",NA,NA,57
"Sebastes proriger",NA,NA,55
"Sebastes rastrelliger",NA,NA,23
"Sebastes reedi",NA,NA,99
"Sebastes rosaceus",NA,NA,14
"Sebastes rosenblatti",NA,NA,50
"Sebastes ruberrimus",NA,13.4986301369863,118
"Sebastes rubrivinctus",NA,NA,18
"Sebastes rufus",NA,NA,53
"Sebastes saxicola",NA,NA,38
"Sebastes serranoides",NA,NA,25
"Sebastes variegatus",NA,NA,47
"Sebastes viviparus",NA,NA,40
"Sebastes wilsoni",NA,NA,24
"Sebastes zacentrus",NA,NA,58
"Sebastolobus alascanus",NA,NA,115
"Sebastolobus altivelis",NA,NA,45
"Chelidonichthys capensis",NA,3,16
"Chelidonichthys cuculus",NA,2,21
"Chelidonichthys kumu",NA,2.4986301369863,15
"Chelidonichthys lucernus",NA,NA,15
"Chelidonichthys queketti",NA,1.6986301369863,7
"Trigla lyra",NA,NA,7
"Trigloporus lastoviza",NA,NA,18
"Genidens barbus",NA,NA,36
"Bagrus bajad",NA,4.4986301369863,17
"Corydoras punctatus",NA,NA,8.8
"Heteropneustes fossilis",NA,1,17.5
"Ameiurus catus",NA,NA,14
"Ameiurus melas",0.0191780821917808,2,10
"Ameiurus natalis",NA,2,7
"Ameiurus platycephalus",NA,NA,7
"Ictalurus furcatus",NA,NA,21
"Ictalurus punctatus",NA,NA,16
"Noturus albater",NA,NA,3
"Noturus eleutherus",NA,NA,5
"Noturus exilis",NA,NA,4
"Noturus flavater",NA,NA,5
"Noturus flavipinnis",NA,NA,4
"Noturus flavus",NA,3,9
"Noturus gilberti",NA,NA,3
"Noturus gyrinus",NA,NA,3
"Noturus leptacanthus",NA,NA,3
"Noturus miurus",NA,NA,3
"Noturus nocturnus",NA,NA,4
"Pylodictis olivaris",NA,4.5,20
"Hypostomus punctatus",NA,NA,18
"Malapterurus electricus",NA,NA,10
"Synodontis schall",NA,NA,31
"Cnidoglanis macrocephalus",NA,2.4986301369863,13
"Plotosus lineatus",NA,2,7
"Silurus glanis",NA,2.9986301369863,60
"Cyclothone braueri",NA,NA,1
"Aristostomias scintillans",NA,NA,7
"Chauliodus macouni",NA,NA,8
"Mola mola",NA,NA,NA
"Nelusetta ayraud",NA,3,9
"Contusus richei",NA,NA,7
"Tetraodon lineatus",NA,NA,5.9
"Allocyttus niger",NA,27,100
"Allocyttus verrucosus",NA,NA,140
"Neocyttus rhomboidalis",NA,NA,100
"Pseudocyttus maculatus",NA,31,100
"Zeus faber",NA,3.4986301369863,12
"Turritopsis nutricula",NA,NA,NA
"Strongylocentrotus franciscanus",NA,1.50684931506849,200
"Strongylocentrotus purpuratus",NA,2,50
"Arctica islandica",NA,12.7972602739726,507
"Caenorhabditis elegans",NA,0.00821917808219178,0.16
"Cinachyra antarctica",NA,NA,1550
"Scolymastra joubini",NA,NA,15000
"Pinus longaeva",NA,NA,5062
"Saccharomyces cerevisiae",NA,NA,0.04
"Schizosaccharomyces pombe",NA,NA,NA
"Podospora anserina",NA,NA,NA
"Alticola barakshin",0.0547945205479452,0.203431718247844,3.8
"Amblysomus hottentotus",0.328767123287671,0.2,4
"Apodemus uralensis",0.0642074520547945,0.18630137,6.325
"Asellia tridens",0.181095890410959,2,13
"Bathyergus janetta",0.142465753424658,0.610958904,6
"Bathyergus suillus",0.187424657534247,1,6
"Bradypus variegatus",0.468054794520548,3.120315397,40
"Caenolestes fuliginosus",0.104246575342466,0.12,4.5
"Cervus canadensis",0.687671232876712,2,25
"Chaerephon pumilus",0.171424657534247,0.386219178082192,7
"Cricetulus griseus",0.0479452054794521,0.0863013698630137,5.3
"Cricetulus longicaudatus",0.0447488584474885,0.168150684931507,4.336111111
"Cricetulus migratorius",0.0328767123287671,0.168150684931507,2.408333333
"Crocidura cyanea",0.0794520547945206,0.5,4
"Ctenomys lewisi",0.267575342465753,0.888584474885845,3
"Ctenomys opimus",0.166657534246575,1,3
"Ctenomys steinbachi",0.267575342465753,0.888584474885845,3
"Dipus sagitta",0.0753424657534247,0.229312329,3
"Elephantulus myurus",0.138794520547945,0.109095890410959,6
"Eozapus setchuanus",0.0732520547945205,0.769612671261986,5.11818181818182
"Equus africanus somaliensis",1.00684931506849,1.75,47
"Eulemur albifrons",0.328767123287671,2.6575342465,34.59
"Eulemur collaris",0.336986301369863,2.073972599,37
"Eulemur flavifrons",0.347945205479452,2.1,32
"Eulemur rufus",0.328767123287671,1.524657534,32.67
"Eulemur sanfordi",0.328767123287671,1.819178082,32.94
"Galea comes",0.146118721461187,0.210986301369863,4.05
"Galea leucoblepharum",0.146118721461187,0.210986301369863,4.05
"Galeopterus variegatus",0.164356164383562,2.5,17.5
"Gerbillus cheesmani",0.0575342465753425,0.208333424657534,6.025
"Hipposideros ruber",0.253534246575342,1.54246575342466,13
"Hylomys suillus",0.0896164383561644,0.598401826522831,2
"Lagenorhynchus albirostris",0.916665753424658,7,34
"Lasiopodomys mandarinus",0.0575342465753425,0.167123288,4.1
"Leptonycteris yerbabuenae",0.410958904109589,1,10.1
"Meriones rex",0.0684931506849315,0.108219178082192,6.3
"Mesoplodon bidens",1,7,35
"Microgale cowani",0.166767123287671,1.45694520547945,4.78388888866667
"Microgale drouhardi",0.166767123287671,1.45694520547945,4.78388888866667
"Microgale thomasi",0.166767123287671,1.45694520547945,2.908333333
"Microtus fortis",0.0602739726027397,0.360356164,2.166666667
"Microtus gregalis",0.0588826682549137,0.154465753,3.45151515154545
"Microtus maximowiczii",0.0588826682549137,0.14862340779452,3.45151515154545
"Microtus mongolicus",0.0575342465753425,0.128767123,4.8
"Mustela altaica",0.10958904109589,1,8.5
"Myodes gapperi",0.0493150684931507,0.25860274,1.7
"Neurotrichus gibbsii",0.0582739726027397,0.998236301357877,4.14615384615385
"Ochotona alpina",0.0793972602739726,0.556,3
"Ochotona dauurica",0.0821917808219178,0.158,2.3
"Ochotona pallasi",0.0684931506849315,0.538,4
"Ochotona rufescens",0.0705479452054795,0.167178082,3.325
"Phodopus campbelli",0.0564109589041096,0.127315068,3.908333333
"Propithecus coquereli",0.38627397260274,3.81372602739726,30.59
"Rhinolophus alcyone",0.25,1.89486301369863,24.3
"Rhinopoma hardwickii",0.269260273972603,0.876821917808219,15
"Rhynchonycteris naso",0.405479452054795,1.5,8.5
"Scapanus orarius",0.10958904109589,0.897589041,3
"Smutsia temminckii",0.380821917808219,2,20
"Sorex hoyi",0.0574364814090019,0.790336215466667,1.83125
"Sorex isodon",0.0493150684931507,0.790336215466667,1.83125
"Sorex minutissimus",0.0574364814090019,0.790336215466667,1.83125
"Sorex roboratus",0.057535397260274,0.905437753,3.2
"Sorex tundrensis",0.0465753424657534,0.953605479,1.5
"Spalax galili",0.0931506849315069,1.66666575342466,15
"Suncus varilla",0.0821917808219178,0.695205479,2.25
"Sylvilagus brasiliensis",0.116438356164384,0.271726027,2
"Talpa occidentalis",0.0767123287671233,1,6
"Tamiasciurus douglasii",0.106794520547945,0.384383562,5.491666667
"Thylamys pallidior",0.0395738203957381,0.714065331928346,1.5
"Tupaia gracilis",0.12875799086758,0.310787671232876,11.86
"Tupaia longipes",0.12875799086758,0.310787671232876,12
"Tursiops aduncus",1,6.75,49
"Urocitellus columbianus",0.066,1.714821918,4.241666667
"Callicebus cupreus",0.354109589041096,NA,NA
"Callicebus discolor",NA,NA,NA
"Callicebus donacophilus",NA,NA,NA
"Callicebus dubius",NA,NA,NA
"Callicebus hoffmannsi",NA,NA,NA
"Callicebus lucifer",NA,NA,NA
"Callicebus lugens",NA,NA,NA
"Callicebus medemi",NA,NA,NA
"Callicebus melanochir",NA,NA,NA
"Callicebus modestus",NA,NA,NA
"Caluromys lanatus",NA,NA,5
"Calyptophractus retusus",NA,NA,12
"Brachiones przewalskii",NA,NA,NA
"Canis simensis",0.17427397260274,2.06778082191781,NA
"Cansumys canus",NA,NA,NA
"Caperea marginata",NA,NA,NA
"Atelerix sclateri",NA,NA,NA
"Ateles hybridus",NA,NA,NA
"Callicebus moloch",0.449315068493151,3.45956164383562,25.3
"Callicebus nigrifrons",NA,NA,NA
"Callicebus oenanthe",NA,NA,NA
"Callicebus olallae",NA,NA,NA
"Callicebus ornatus",NA,NA,NA
"Callicebus pallescens",NA,NA,NA
"Callicebus personatus",NA,NA,NA
"Callicebus purinus",NA,NA,NA
"Callicebus regulus",NA,NA,NA
"Callicebus stephennashi",NA,NA,NA
"Callicebus torquatus",NA,4.6127397260274,NA
"Callistomys pictus",NA,NA,NA
"Callithrix acariensis",NA,NA,NA
"Callithrix argentata",NA,1.92197260273973,16.8
"Callithrix aurita",0.383561643835616,NA,NA
"Callithrix chrysoleuca",NA,NA,NA
"Callithrix emiliae",NA,NA,NA
"Callithrix flaviceps",0.383561643835616,NA,NA
"Callithrix humeralifera",NA,NA,15
"Callithrix humilis",NA,NA,NA
"Callithrix intermedia",NA,NA,NA
"Callithrix leucippe",NA,NA,NA
"Callithrix manicorensis",NA,NA,NA
"Callithrix marcai",NA,NA,NA
"Callithrix mauesi",NA,NA,NA
"Callithrix melanura",NA,NA,NA
"Callithrix nigriceps",NA,NA,NA
"Callithrix pygmaea",0.368328767123288,1.94109589041096,15.1
"Callithrix saterei",NA,NA,NA
"Callosciurus albescens",NA,NA,NA
"Callosciurus baluensis",NA,NA,NA
"Callosciurus inornatus",NA,NA,NA
"Callosciurus melanogaster",NA,NA,NA
"Callosciurus nigrovittatus",NA,NA,NA
"Callosciurus orestes",NA,NA,NA
"Callosciurus phayrei",NA,NA,NA
"Callosciurus pygerythrus",NA,NA,NA
"Callosciurus quinquestriatus",NA,NA,NA
"Calomys boliviae",NA,NA,NA
"Calomys callidus",NA,0.0371780821917808,NA
"Calomys callosus",0.0597260273972603,0.118301369863014,NA
"Calomys expulsus",NA,NA,NA
"Calomys hummelincki",NA,NA,NA
"Calomys laucha",0.0684931506849315,NA,NA
"Calomys lepidus",NA,NA,NA
"Calomys musculinus",0.0574520547945205,0.208301369863014,NA
"Calomys sorellus",NA,NA,NA
"Calomys tener",NA,NA,NA
"Calomys tocantinsi",NA,NA,NA
"Calomys venustus",NA,NA,NA
"Calomyscus baluchi",NA,NA,NA
"Calomyscus elburzensis",NA,NA,NA
"Calomyscus grandis",NA,NA,NA
"Calomyscus hotsoni",NA,NA,NA
"Calomyscus tsolovi",NA,NA,NA
"Calomyscus urartensis",NA,NA,NA
"Caloprymnus campestris",NA,NA,13
"Auliscomys boliviensis",NA,NA,NA
"Auliscomys pictus",NA,NA,NA
"Auliscomys sublimis",NA,NA,NA
"Avahi laniger",0.373013698630137,NA,NA
"Avahi occidentalis",NA,NA,NA
"Avahi unicolor",NA,NA,NA
"Babyrousa bolabatuensis",NA,NA,NA
"Babyrousa celebensis",NA,NA,NA
"Balantiopteryx infusca",NA,NA,NA
"Balantiopteryx io",NA,NA,NA
"Balantiopteryx plicata",0.380301369863014,NA,NA
"Balionycteris maculata",NA,NA,NA
"Bandicota bengalensis",0.0517534246575342,0.174027397260274,NA
"Bandicota indica",0.0555068493150685,0.399479452054795,NA
"Cephalophus ogilbyi",0.333315068493151,NA,NA
"Cephalophus spadix",NA,NA,5.4
"Cephalorhynchus eutropia",NA,NA,NA
"Cephalorhynchus heavisidii",NA,NA,NA
"Cercartetus concinnus",0.142849315068493,NA,NA
"Cercartetus lepidus",NA,NA,NA
"Cercocebus atys",0.45227397260274,3.62101369863014,26.8
"Cercocebus chrysogaster",NA,NA,NA
"Cercocebus sanjei",NA,NA,NA
"Cercopithecus albogularis",NA,NA,NA
"Cercopithecus denti",NA,NA,NA
"Cercopithecus doggetti",NA,NA,NA
"Cercopithecus dryas",NA,NA,NA
"Cercopithecus erythrotis",NA,NA,NA
"Cercopithecus kandti",NA,NA,NA
"Cercopithecus lhoesti",NA,NA,16
"Cercopithecus lowei",NA,NA,NA
"Cercopithecus preussi",NA,NA,NA
"Cercopithecus roloway",NA,NA,NA
"Cercopithecus sclateri",NA,NA,NA
"Cercopithecus solatus",NA,NA,NA
"Chaerephon aloysiisabaudiae",NA,NA,NA
"Chaerephon ansorgei",0.187479452054795,NA,NA
"Chaerephon bemmeleni",NA,NA,NA
"Chaerephon bivittatus",NA,NA,NA
"Chaerephon bregullae",NA,NA,NA
"Chaerephon chapini",NA,NA,NA
"Chaerephon gallagheri",NA,NA,NA
"Chaerephon jobensis",NA,NA,NA
"Chaerephon johorensis",NA,NA,NA
"Chaerephon leucogaster",NA,NA,NA
"Chaerephon major",NA,NA,NA
"Chaerephon nigeriae",NA,NA,NA
"Chaerephon plicatus",0.242849315068493,NA,NA
"Chaerephon russatus",NA,NA,NA
"Chaerephon shortridgei",NA,NA,NA
"Chaerephon solomonis",NA,NA,NA
"Chaerephon tomensis",NA,NA,NA
"Chaeropus ecaudatus",NA,NA,NA
"Chaetocauda sichuanensis",NA,NA,NA
"Chaetodipus arenarius",NA,NA,NA
"Chaetodipus artus",NA,NA,NA
"Chaetodipus baileyi",NA,NA,NA
"Chaetodipus californicus",0.0689315068493151,NA,NA
"Chaetodipus dalquesti",NA,NA,NA
"Chaetodipus eremicus",NA,NA,NA
"Chaetodipus goldmani",NA,NA,NA
"Chaetodipus hispidus",NA,NA,NA
"Chaetodipus intermedius",NA,NA,NA
"Chaetodipus lineatus",NA,NA,NA
"Chaetodipus penicillatus",0.0712328767123288,NA,NA
"Chaetodipus pernix",NA,NA,NA
"Chaetodipus rudinoris",NA,NA,NA
"Chaetodipus spinatus",NA,NA,NA
"Cricetulus kamensis",NA,NA,NA
"Cricetulus sokolovi",NA,NA,NA
"Crocidura aleksandrisi",NA,NA,NA
"Crocidura allex",NA,NA,NA
"Crocidura andamanensis",NA,NA,NA
"Crocidura ansellorum",NA,NA,NA
"Crocidura arabica",NA,NA,NA
"Crocidura arispa",NA,NA,NA
"Crocidura armenica",NA,NA,NA
"Crocidura attenuata",NA,NA,NA
"Crocidura attila",NA,NA,NA
"Crocidura baileyi",NA,NA,NA
"Crocidura baluensis",NA,NA,NA
"Crocidura batesi",NA,NA,NA
"Crocidura beatus",NA,NA,NA
"Crocidura beccarii",NA,NA,NA
"Crocidura bottegi",NA,NA,NA
"Crocidura bottegoides",NA,NA,NA
"Crocidura brunnea",NA,NA,NA
"Crocidura buettikoferi",NA,NA,NA
"Crocidura caliginea",NA,NA,NA
"Crocidura canariensis",NA,NA,NA
"Crocidura caspica",NA,NA,NA
"Crocidura cinderella",NA,NA,NA
"Crocidura congobelgica",NA,NA,NA
"Crocidura crenata",NA,NA,NA
"Crocidura crossei",NA,NA,NA
"Crocidura denti",NA,NA,NA
"Crocidura desperata",NA,NA,NA
"Crocidura dhofarensis",NA,NA,NA
"Crocidura dolichura",NA,NA,NA
"Crocidura douceti",NA,NA,NA
"Crocidura dsinezumi",NA,NA,NA
"Crocidura eisentrauti",NA,NA,NA
"Crocidura elgonius",NA,NA,NA
"Crocidura elongata",NA,NA,NA
"Crocidura erica",NA,NA,NA
"Crocidura fischeri",NA,NA,NA
"Crocidura floweri",NA,NA,NA
"Crocidura foetida",NA,NA,NA
"Crocidura foxi",NA,NA,NA
"Crocidura fuliginosa",NA,NA,NA
"Crocidura fulvastra",NA,NA,NA
"Crocidura fumosa",NA,NA,NA
"Crocidura fuscomurina",NA,NA,NA
"Crocidura glassi",NA,NA,NA
"Crocidura gmelini",NA,NA,NA
"Crocidura goliath",NA,NA,NA
"Crocidura gracilipes",NA,NA,NA
"Crocidura grandiceps",NA,NA,NA
"Crocidura grandis",NA,NA,NA
"Crocidura grassei",NA,NA,NA
"Crocidura grayi",NA,NA,NA
"Crocidura greenwoodi",NA,NA,NA
"Crocidura harenna",NA,NA,NA
"Crocidura hildegardeae",NA,NA,NA
"Crocidura hilliana",NA,NA,NA
"Crocidura hirta",0.0493150684931507,NA,NA
"Crocidura hispida",NA,NA,NA
"Crocidura orii",NA,NA,NA
"Crocidura palawanensis",NA,NA,NA
"Crocidura paradoxura",NA,NA,NA
"Crocidura parvipes",NA,NA,NA
"Crocidura pasha",NA,NA,NA
"Crocidura pergrisea",NA,NA,NA
"Crocidura phaeura",NA,NA,NA
"Crocidura picea",NA,NA,NA
"Crocidura pitmani",NA,NA,NA
"Crocidura planiceps",NA,NA,NA
"Crocidura poensis",NA,NA,NA
"Crocidura polia",NA,NA,NA
"Crocidura pullata",NA,NA,NA
"Crocidura raineyi",NA,NA,NA
"Crocidura ramona",NA,NA,NA
"Crocidura rapax",NA,NA,NA
"Crocidura religiosa",NA,NA,NA
"Crocidura rhoditis",NA,NA,NA
"Crocidura roosevelti",NA,NA,NA
"Crocidura selina",NA,NA,NA
"Crocidura serezkyensis",NA,NA,NA
"Crocidura shantungensis",NA,NA,NA
"Crocidura sibirica",NA,NA,NA
"Crocidura sicula",NA,NA,NA
"Crocidura silacea",NA,NA,NA
"Crocidura smithii",NA,NA,NA
"Crocidura somalica",NA,NA,NA
"Crocidura stenocephala",NA,NA,NA
"Crocidura susiana",NA,NA,NA
"Eptesicus kobayashii",NA,NA,NA
"Eptesicus matroka",NA,NA,NA
"Eptesicus nasutus",NA,NA,NA
"Eptesicus pachyotis",NA,NA,NA
"Eremitalpa granti",NA,NA,2
"Eremodipus lichtensteini",NA,NA,NA
"Erinaceus roumanicus",NA,NA,NA
"Eropeplus canus",NA,NA,NA
"Erophylla bombifrons",NA,NA,NA
"Erophylla sezekorni",NA,NA,NA
"Eptesicus platyops",NA,NA,NA
"Eptesicus tatei",NA,NA,NA
"Equus burchellii",1.01698630136986,1.94471232876712,40
"Genetta bourloni",NA,NA,NA
"Genetta cristata",NA,NA,34
"Genetta johnstoni",NA,NA,NA
"Genetta piscivora",NA,NA,NA
"Genetta poensis",NA,NA,NA
"Delomys collinus",NA,NA,NA
"Delomys dorsalis",NA,NA,NA
"Delomys sublineatus",NA,NA,NA
"Delphinus capensis",NA,NA,NA
"Deltamys kempi",NA,NA,NA
"Dendrogale melanura",NA,NA,NA
"Dendrogale murina",NA,NA,NA
"Dendrohyrax dorsalis",0.64813698630137,1.20276712328767,10
"Bibimys torresi",NA,NA,NA
"Biswamoyopterus biswasi",NA,NA,NA
"Blanfordimys afghanus",NA,NA,NA
"Blanfordimys bucharensis",NA,NA,NA
"Blarina carolinensis",NA,NA,NA
"Blarina peninsulae",NA,NA,NA
"Babyrousa togeanensis",NA,NA,NA
"Baiomys musculus",NA,NA,NA
"Balaenoptera bonaerensis",NA,NA,NA
"Blarinella griselda",NA,NA,NA
"Blarinella quadraticauda",NA,NA,NA
"Blarinella wardi",NA,NA,NA
"Blarinomys breviceps",NA,NA,NA
"Boromys offella",NA,NA,NA
"Boromys torrei",NA,NA,NA
"Brachyphylla cavernarum",NA,NA,NA
"Brachyphylla nana",NA,NA,NA
"Brachytarsomys albicauda",NA,NA,NA
"Brachytarsomys villosa",NA,NA,NA
"Brachyteles hypoxanthus",NA,NA,NA
"Brachyuromys betsileoensis",NA,NA,NA
"Brachyuromys ramirohitra",NA,NA,NA
"Bradypus pygmaeus",NA,NA,NA
"Crocidura olivieri",NA,NA,NA
"Crocidura orientalis",NA,NA,NA
"Cephalophus leucogaster",NA,NA,5.3
"Chaetomys subspinosus",NA,NA,NA
"Chalinolobus dwyeri",NA,NA,NA
"Chalinolobus gouldii",0.253534246575342,NA,NA
"Chalinolobus morio",NA,NA,NA
"Chalinolobus neocaledonicus",NA,NA,NA
"Dendrolagus lumholtzi",NA,2.23657534246575,NA
"Dendrolagus mbaiso",NA,NA,NA
"Dendrolagus pulcherrimus",NA,NA,NA
"Dendrolagus scottae",NA,NA,NA
"Dendrolagus spadix",NA,NA,NA
"Dendrolagus stellarum",NA,NA,NA
"Dendromus insignis",NA,NA,NA
"Dendromus kahuziensis",NA,NA,NA
"Dendromus leucostomus",NA,NA,NA
"Dendromus lovati",NA,NA,NA
"Dendromus messorius",NA,NA,NA
"Dendromus mystacalis",NA,NA,NA
"Dendromus nyasae",NA,NA,NA
"Dendromus nyikae",NA,NA,NA
"Dendromus oreas",NA,NA,NA
"Dendromus vernayi",NA,NA,NA
"Dendroprionomys rousseloti",NA,NA,NA
"Deomys ferrugineus",NA,NA,NA
"Dephomys defua",NA,NA,NA
"Dephomys eburneae",NA,NA,NA
"Desmana moschata",0.127479452054795,NA,NA
"Desmodilliscus braueri",0.0826301369863014,NA,NA
"Desmomys harringtoni",NA,NA,NA
"Desmomys yaldeni",NA,NA,NA
"Diaemus youngi",NA,NA,NA
"Diclidurus albus",NA,NA,NA
"Diclidurus ingens",NA,NA,NA
"Diclidurus isabellus",NA,NA,NA
"Diclidurus scutatus",NA,NA,NA
"Dicrostonyx hudsonius",0.0547945205479452,NA,NA
"Dicrostonyx nelsoni",NA,NA,NA
"Dicrostonyx nunatakensis",NA,NA,NA
"Dicrostonyx unalascensis",0.0575342465753425,NA,NA
"Dicrostonyx vinogradovi",NA,NA,NA
"Didelphis imperfecta",NA,NA,NA
"Didelphis pernigra",NA,NA,NA
"Dinaromys bogdanovi",0.0833150684931507,NA,NA
"Diomys crumpi",NA,NA,NA
"Diplogale hosei",NA,NA,NA
"Diplomesodon pulchellum",NA,NA,NA
"Diplomys caniceps",NA,NA,NA
"Diplomys labilis",0.152657534246575,NA,NA
"Diplomys rufodorsalis",NA,NA,NA
"Diplothrix legata",NA,NA,NA
"Dipodillus bottai",NA,NA,NA
"Dipodillus dasyurus",0.0684931506849315,NA,NA
"Dipodillus harwoodi",NA,NA,NA
"Dipodillus jamesi",NA,NA,NA
"Dipodillus lowei",NA,NA,NA
"Dipodillus mackilligini",NA,NA,NA
"Dipodillus maghrebi",NA,NA,NA
"Elephantulus fuscus",NA,NA,NA
"Elephantulus revoili",NA,NA,NA
"Elephantulus rupestris",0.153424657534247,NA,NA
"Eligmodontia moreni",NA,NA,NA
"Eligmodontia morgani",NA,NA,NA
"Eligmodontia puerulus",NA,NA,NA
"Eliomys munbyanus",NA,NA,NA
"Eliurus antsingy",NA,NA,NA
"Eliurus ellermani",NA,NA,NA
"Eliurus grandidieri",NA,NA,NA
"Eliurus majori",NA,NA,NA
"Eliurus minor",NA,NA,NA
"Eliurus myoxinus",0.0657260273972603,NA,NA
"Eliurus penicillatus",NA,NA,NA
"Eliurus petteri",NA,NA,NA
"Eliurus tanala",NA,NA,NA
"Eliurus webbi",NA,NA,NA
"Ellobius alaicus",NA,NA,NA
"Ellobius fuscocapillus",NA,NA,NA
"Ellobius lutescens",NA,NA,NA
"Ellobius tancrei",NA,NA,NA
"Emballonura alecto",NA,NA,NA
"Emballonura atrata",NA,NA,NA
"Emballonura beccarii",NA,NA,NA
"Emballonura dianae",NA,NA,NA
"Emballonura furax",NA,NA,NA
"Emballonura monticola",NA,NA,NA
"Emballonura raffrayana",NA,NA,NA
"Emballonura semicaudata",NA,NA,NA
"Emballonura serii",NA,NA,NA
"Enchisthenes hartii",NA,NA,NA
"Hesperoptenus doriae",NA,NA,NA
"Hesperoptenus gaskelli",NA,NA,NA
"Hesperoptenus tickelli",NA,NA,NA
"Hesperoptenus tomesi",NA,NA,NA
"Heteromys anomalus",NA,NA,NA
"Heteromys australis",NA,NA,NA
"Heteromys desmarestianus",0.0763287671232877,0.651643835616438,NA
"Lagothrix cana",NA,NA,NA
"Lagothrix lagotricha",0.613671232876712,4.7378904109589,30
"Lagothrix lugens",NA,NA,NA
"Lagothrix poeppigii",NA,NA,NA
"Lamottemys okuensis",NA,NA,NA
"Eudorcas rufina",NA,NA,NA
"Eulemur albocollaris",NA,NA,NA
"Eulemur cinereiceps",NA,NA,NA
"Galago thomasi",NA,NA,NA
"Galago zanzibaricus",0.328767123287671,0.884246575342466,NA
"Galea flavidens",0.145205479452055,0.211041095890411,NA
"Galenomys garleppi",NA,NA,NA
"Galeopterus variegates",0.164356164383562,NA,0.3
"Galerella flavescens",NA,NA,NA
